;ngrams_western_adjective_example_data 1-grams in 1874;ngrams_western_adjective_example_data 1-grams count in 1874;total 1-grams in 1874;relative frequency in 1874;ngrams_western_adjective_example_data 1-grams in 1904;ngrams_western_adjective_example_data 1-grams count in 1904;total 1-grams in 1904;relative frequency in 1904;ngrams_western_adjective_example_data 1-grams in 1908;ngrams_western_adjective_example_data 1-grams count in 1908;total 1-grams in 1908;relative frequency in 1908
0;westersche;2;2;2.5644330471921842e-06;;;0;0.0;westersch;1;1;4.3274079837925067e-07
